,id,title,vote_average,overview
883,5876,The Mist,6.7,violent storm dense cloud mist envelops small maine town trapping artist david drayton five year old son local grocery store people soon discover mist conceals deadly horror threaten life worse sanity
884,454,Romeo + Juliet,6.7,director baz luhrmann contemporary take william shakespeare classic tragedy montagues capulets moved ongoing feud sweltering suburb verona beach romeo juliet fall love secretly wed though film visually modern bard dialogue remains
885,1991,Death Proof,6.7,austin hottest dj jungle julia set night unwind two friend shanna arlene covertly tracking move stuntman mike scarred rebel leering behind wheel muscle car revving foot away
886,254320,The Lobster,6.7,dystopian near future single people according law city taken hotel obliged find romantic partner forty five day transformed beast sent wood
887,181886,Enemy,6.7,mild mannered college professor discovers look alike actor delf man private affair
888,21208,Orphan,6.7,married couple rocky past adopt year old esther fill void created recently stillborn baby however esther quite seems
889,10198,The Princess and the Frog,6.7,waitress desperate fulfill dream restaurant owner set journey turn frog prince back human face problem kiss
890,9798,Enemy of the State,6.7,hotshot washington lawyer robert dean becomes victim high tech identity theft hacker slip incriminating video pocket soon rogue national security agent set recover tape destroy dean
891,1581,The Holiday,6.7,two woman one cameron diaz america one kate winslet britain swap home christmastime bad breakup boyfriend woman find romance local man jude law jack black realizes imminent return home may end relationship
892,10865,Atlantis: The Lost Empire,6.7,world highly qualified crew archaeologist explorer led historian milo thatch board incredible foot submarine ulysses head deep mystery sea
893,22947,Up in the Air,6.7,george clooney play dry cynical character ryan bingham executive specializes downsizing ryan life suitcase traveling country sole purpose terminating unwanted employee day day ryan reach life long goal ten million mile frequent flyer mark major change come way change threaten crack cold heartless exterior ryan bingham
894,86838,Seven Psychopaths,6.7,struggling screenwriter inadvertently becomes entangled los angeles criminal underworld oddball friend kidnap gangster beloved shih tzu
895,2253,Valkyrie,6.7,wounded africa world war ii nazi col claus von stauffenberg return native germany join resistance daring plan create shadow government assassinate adolf hitler event unfold becomes central player find tasked leading coup personally killing f hrer
896,9533,Red Dragon,6.7,former fbi agent graham almost killed savage hannibal cannibal lecter choice face seems lecter one help graham track new serial killer
897,9762,Step Up,6.7,everyone deserves chance follow dream people get one shot tyler gage rebel wrong side baltimore track thing stand unfulfilled life dream one day making nora privileged ballet dancer attending baltimore ultra elite maryland school art
898,1817,Phone Booth,6.7,slick new york publicist pick ringing receiver phone booth told hang killed little red light laser rifle sight proof caller kidding
899,942,Lethal Weapon 2,6.7,opening chase martin riggs roger murtaugh stumble across trunk full krugerrands follow trail south african diplomat using immunity conceal smuggling operation plant bomb murtaugh toilet action explodes
900,136799,Trolls,6.7,lovable friendly troll love play around one day mysterious giant show end party poppy optimistic leader troll polar opposite branch must embark adventure take far beyond world ever known
901,5038,Vicky Cristina Barcelona,6.7,two girlfriend summer holiday spain become enamored painter unaware ex wife tempestuous relationship enter picture
902,9732,The Lion King 2: Simba's Pride,6.7,circle life continues simba fully grown rightful place king pride rock simba nala given birth daughter kiara rebellious father kiara drive parent distraction catch eye kovu son evil lioness zira kovu steal kiara heart
903,65057,The Descendants,6.7,wife elizabeth life support boating accident hawaiian land baron matt king take daughter trip oahu kauai confront young real estate broker affair elizabeth misfortune
904,9390,Jerry Maguire,6.7,jerry maguire used typical sport agent willing anything could get biggest possible contract client plus nice commission one day suddenly second thought really voice doubt end losing job client save rod tidwell egomaniacal football player
905,957,Spaceballs,6.7,nefarious dark helmet hatch plan snatch princess vespa steal planet air space bum hire lone starr clueless sidekick fly rescue along way meet yogurt put lone starr wise power schwartz master time save day
906,339964,Valerian and the City of a Thousand Planets,6.7,th century valerian laureline special operative charged keeping order throughout human territory assignment minister defense two undertake mission alpha ever expanding metropolis specie across universe converged century share knowledge intelligence culture center alpha mysterious dark force threatens peaceful existence city thousand planet valerian laureline must race identify menace safeguard alpha future universe
907,55787,Water for Elephants,6.7,captivating depression era melodrama impetuous veterinary student jacob jankowski join celebrated circus animal caretaker face wrenching dilemma transfixed angelic married performer marlena
908,2907,The Addams Family,6.7,uncle fester missing year evil doctor find introduces fake fester attempt get adam family money youngest daughter doubt new uncle fester fake uncle adapts well strange family doctor carry evil plan take adam family fortune
909,82703,Mr. Peabody & Sherman,6.7,young boy dog happens genius level iq spring action time travel machine stolen moment history begin changed
910,154400,The Drop,6.7,bob saginowski find center robbery gone awry entwined investigation dig deep neighborhood past friend family foe work together make living matter cost
911,2288,Closer,6.7,witty romantic dangerous love story chance meeting instant attraction casual betrayal two couple disintegrate begin destructive adulterous affair
912,24420,The Time Traveler's Wife,6.7,due genetic disorder handsome librarian henry detamble involuntarily zip time appearing various moment life true love beautiful artist clare abshire
913,77174,ParaNorman,6.7,town blithe hollow norman babcock boy speak dead one besides eccentric new friend neil belief ability real one day norman estranged eccentric uncle tell important annual ritual must take protect town curse cast witch condemned century ago eventually norman decides cooperate thing go according plan magic storm witch threatens blithe hollow accursed dead rise together unexpected new companion norman struggle save town discover horrific truth curse insight norman must resolve crisis good
914,1267,Meet the Robinsons,6.7,animated adventure brilliant preteen inventor lewis creates memory scanner retrieve earliest recollection find mother gave adoption villainous bowler hat guy steal machine lewis ready give quest mysterious wilbur robinson show scene whisking lewis future find scanner mom
915,393457,Fences,6.7,pittsburgh frustrated african american father struggle constraint poverty racism inner demon try raise family
916,332210,Storks,6.7,stork deliver baby least used deliver package global internet retail giant junior company top delivery stork promoted accidentally activates baby making machine producing adorable wholly unauthorized baby girl
917,313922,Green Room,6.7,young punk rock band find trapped secluded venue stumbling upon horrific act violence
918,212716,What If,6.7,wallace medical school dropout repeatedly burned bad relationship everyone around including roommate allan seems finding perfect partner wallace decides put love life hold meet chantry animator life long term boyfriend ben wallace chantry form instant connection striking close friendship denying chemistry leading pair wonder love life actually best friend
919,11439,The Ghost Writer,6.7,writer stumble upon long hidden secret agrees help former british prime minister adam lang complete memoir remote island politician assistant drowns mysterious accident director roman polanski tense drama author realizes discovery threatens powerful people anything ensure certain episode lang past remain buried
920,85446,Step Up Revolution,6.7,emily arrives miami aspiration become professional dancer spark sean leader dance crew whose neighborhood threatened emily father development plan
921,41402,Let Me In,6.7,bullied young boy befriends young female vampire life secrecy guardian remake movie let right one adaptation book
922,243683,Step Up All In,6.7,star previous step installment come together glittering la vega battling victory could define dream career
923,8390,"Definitely, Maybe",6.7,decides tell daughter story met mother discovers second look past might also give second chance future
924,8265,Welcome to the Sticks,6.7,although living comfortable life salon de provence charming town south france julie feeling depressed please philippe abrams post office administrator husband try obtain transfer seaside town french riviera cost trouble caught red handed trying scam inspector philippe immediately banished distant unheard town bergues far north france
925,310593,Youth,6.7,youth explores lifelong bond two friend vacationing luxury swiss alp lodge ponder retirement fred plan resume musical career despite urging loving daughter lena mick intent finishing screenplay may last important film muse brenda inspiration lead younger friend jimmy actor grasping make sense next performance
926,8292,Four Brothers,6.7,four adopted brother return detroit hometown mother murdered vow exact revenge killer
927,11319,The Rescuers,6.7,two little mouse possibly save orphan girl fallen evil hand little cooperation faith oneself anything possible member mouse run international rescue aid society bernard miss bianca respond orphan penny call help two mouse search clue help old cat named rufus
928,11836,The SpongeBob SquarePants Movie,6.7,trouble brewing bikini bottom someone stolen king neptune crown look like mr krab spongebob bos culprit though passed promotion dream spongebob stand bos along best pal patrick set treacherous mission shell city reclaim crown save mr krab life
929,46146,Troll Hunter,6.7,group student investigates series mysterious bear killing learns much dangerous thing going start follow mysterious hunter learning actually troll hunter
930,8193,Napoleon Dynamite,6.7,listless alienated teenager decides help new friend win class presidency small western high school must deal bizarre family life back home
931,2112,Payback,6.7,friend like need enemy question bad guy porter left asking wife partner steal heist money leave dead think five month endless reservoir bitterness later porter partner crooked cop tail learn bad payback
932,9036,Eight Below,6.7,antarctic expedition dr davis mcclaren sled dog trainer jerry shepherd leave polar base colleague due proximity heavy snow storm tie dog rescued mission called dog left alone fortune six month jerry try find sponsor rescue mission
933,1255,The Host,6.7,gang du dim witted man working father tiny snack bar near han river one day gang du one daughter hyun seo come back school irritated angry uncle nam il visited school guardian shamelessly drunk ignoring father excuse nam il hyun seo soon engrossed aunt nam joo archery tournament tv meanwhile outside snack bar people fascinated unidentified object hanging onto bridge instant object reveals terrifying creature turning riverbank gruesome sea blood amid chaos hyun seo helplessly snatched creature right gang du eye unforeseen circumstance render government powerless act receiving call help hyun seo ordinary citizen gang du family thrust battle monster rescue beloved hyun seo
934,2289,Cold Mountain,6.7,classic story love devotion set backdrop american civil war wounded confederate soldier named w p inman desert unit travel across south aiming return young wife ada left behind tend farm inman make perilous journey home ada struggle keep home intact assistance ruby mysterious drifter sent help kindly neighbor
935,3683,Flags of Our Fathers,6.7,five marine one navy corpsman photographed raising u flag mt suribachi joe rosenthal february story three six surviving serviceman john doc bradley pvt rene gagnon pvt ira hayes fought battle take iwo jima japanese
936,10590,We Were Soldiers,6.7,story first major battle american phase vietnam war soldier side fought
937,50839,Margin Call,6.7,thriller revolves around key people investment bank hour period early stage financial crisis
938,330483,The Choice,6.7,travis gabby first meet neighbor small coastal town wind relationship tested life defining event
939,277217,Descendants,6.7,present day idyllic kingdom benevolent teenage son king adam queen belle offer chance redemption troublemaking offspring disney classic villain cruella de vil carlos maleficent mal evil queen evvie jafar jay
940,1771,Captain America: The First Avenger,6.6,predominantly set world war ii steve rogers sickly man brooklyn transformed super soldier captain america aid war effort rogers must stop red skull adolf hitler ruthless head weaponry leader organization intends use mysterious device untold power world domination
941,10138,Iron Man 2,6.6,world aware dual life armored superhero iron man billionaire inventor tony stark face pressure government press public share technology military unwilling let go invention stark pepper potts james rhodey rhodes side must forge new alliance confront powerful enemy
942,10195,Thor,6.6,father odin mighty thor powerful arrogant warrior god recklessly reignites ancient war thor cast earth forced live among human punishment thor learns take true hero dangerous villain world sends darkest force asgard invade earth
943,131631,The Hunger Games: Mockingjay - Part 1,6.6,katniss everdeen reluctantly becomes symbol mass rebellion autocratic capitol
944,59967,Looper,6.6,futuristic action thriller looper time travel invented illegal available black market mob want get rid someone send target year past looper hired gun like joe waiting mop joe getting rich life good day mob decides close loop sending back joe future self assassination
945,131634,The Hunger Games: Mockingjay - Part 2,6.6,nation panem full scale war katniss confronts president snow final showdown teamed group closest friend including gale finnick peeta katniss go mission unit district risk life stage assassination attempt president snow become increasingly obsessed destroying mortal trap enemy moral choice await katniss challenge arena faced hunger game
946,1858,Transformers,6.6,young teenager sam witwicky becomes involved ancient struggle two extraterrestrial faction transforming robot heroic autobots evil decepticons sam hold clue unimaginable power decepticons stop nothing retrieve
947,920,Cars,6.6,lightning mcqueen hotshot rookie race car driven succeed discovers life journey finish line find unexpectedly detoured sleepy route town radiator spring route across country big piston cup championship california compete two seasoned pro mcqueen get know town offbeat character
948,9799,The Fast and the Furious,6.6,domenic toretto los angeles street racer suspected masterminding series big rig hijacking undercover cop brian conner infiltrates toretto iconoclastic crew fall toretto sister must choose side gang lapd
949,953,Madagascar,6.6,zoo animal leave comfort man made habitat exotic adventure animated family film escaping zoo four friend lion hippo zebra giraffe sent back africa ship capsizes stranding madagascar island populated crazy critter pal must adapt jungle life new role wild animal
950,198184,Chappie,6.6,every child come world full promise none chappie gifted special prodigy like child chappie come influence surroundings good bad rely heart soul find way world become man one thing make chappie different one else robot
951,83542,Cloud Atlas,6.6,set six nested story spanning time th century distant post apocalyptic future cloud atlas explores action consequence individual life impact one another throughout past present future action mystery romance weave story one soul shaped killer hero single act kindness ripple across century inspire revolution distant future based award winning novel david mitchell directed tom tykwer wachowskis
952,39514,RED,6.6,peaceful life threatened high tech assassin former black ops agent frank moses reassembles old team last ditch effort survive uncover assailant
953,166426,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,thrust new paycheck luck capt jack sparrow feel wind ill fortune blowing even strongly deadly ghost sailor led old nemesis evil capt salazar escape devil triangle jack hope payout lie seeking legendary trident number find must forge uneasy alliance reasonably intelligent pretty astronomer irritating young man british navy
954,564,The Mummy,6.6,dashing legionnaire rick connell companion beni stumble upon hidden ruin hamunaptra midst battle year imhotep suffered fate worse death body remain undead eternity punishment forbidden love
955,39254,Real Steel,6.6,near future charlie kenton washed fighter retired ring robot took sport charlie robot trashed reluctantly team estranged son max rebuild train unlikely contender
956,188927,Star Trek Beyond,6.6,u enterprise crew explores furthest reach uncharted space encounter mysterious new enemy put everything federation stand test
957,854,The Mask,6.6,timid bank clerk stanley ipkiss discovers magical mask containing spirit norse god loki entire life change wearing mask ipkiss becomes supernatural playboy exuding charm confidence allows catch eye local nightclub singer tina carlyle unfortunately mask influence ipkiss also robs bank anger junior crime lord dorian tyrell whose goon get blamed heist
958,37686,Super 8,6.6,ohio several youngster making zombie movie super camera midst filming friend witness horrifying train derailment lucky escape life soon discover catastrophe accident series unexplained event disappearance soon follows deputy jackson lamb father one kid search terrifying truth behind crash
959,80274,Ender's Game,6.6,based classic novel orson scott card ender game story earth gifted child training defend homeplanet space war future
960,22970,The Cabin in the Woods,6.6,five college friend spend weekend remote cabin wood get bargained together must discover truth behind cabin wood
961,20504,The Book of Eli,6.6,post apocalyptic tale lone man fight way across america order protect sacred book hold secret saving humankind
962,1824,50 First Dates,6.6,henry player skilled seducing woman veterinarian meet lucy girl quirky problem come total recall realizes possible fall love delightful lucy short term memory henry must woo day day finally sweep foot
963,44896,Rango,6.6,rango lost family pet accidentally wind gritty gun slinging town dirt le courageous lizard suddenly find stand welcomed last hope town waiting new sheriff rango forced play new role hilt
964,238636,The Purge: Anarchy,6.6,three group people trying survive purge night story intertwine left stranded purge trying survive chaos violence occurs
965,49049,Dredd,6.6,future america dystopian wasteland latest scourge prostitute turned drug pusher dangerous new drug aim take city possibility stopping elite group urban police called judge combine duty judge jury executioner deliver brutal brand swift justice even top ranking judge dredd discovers taking easy seems explosive adaptation hugely popular comic series
966,76726,Chronicle,6.6,three high school student make incredible discovery leading developing uncanny power beyond understanding learn control ability use advantage life start spin control darker side begin take
967,9654,The Italian Job,6.6,charlie croker pulled crime lifetime one thing plan double crossed along drop dead gorgeous safecracker croker team take steal loot end pulse pounding pedal metal chase careen street los angeles
968,1573,Die Hard 2,6.6,john mcclane duty cop gripped feeling j vu snowy christmas eve nation capital terrorist seize major international airport holding thousand holiday traveler hostage renegade military commando led murderous rogue officer plot rescue drug lord justice prepared every contingency except one mcclane smart mouthed heroic
969,270303,It Follows,6.6,year old jay fall school boy weekend lake seemingly innocent physical encounter turn sour give inescapable sense someone something following faced burden jay teenage friend must find way escape horror seems step behind
970,561,Constantine,6.6,john constantine literally hell back team policewoman solve mysterious suicide twin sister investigation take world demon angel exists beneath landscape contemporary los angeles
971,676,Pearl Harbor,6.6,lifelong friendship rafe mccawley danny walker put ultimate test two ace fighter pilot become entangled love triangle beautiful naval nurse evelyn johnson rivalry friend turned foe immediately put hold find center japan devastating attack pearl harbor dec
972,105864,The Good Dinosaur,6.6,epic journey world dinosaur apatosaurus named arlo make unlikely human friend
973,1597,Meet the Parents,6.6,greg focker ready marry girlfriend pam pop question must win formidable father humorless former cia agent jack byrnes wedding pam sister greg bend backward make good impression visit byrnes home turn hilarious series disaster everything go wrong jack critical hawklike gaze
974,4108,The Transporter,6.6,former special force officer frank martin deliver anything anyone right price question asked policy put high demand realizes latest cargo alive set motion dangerous chain event bound gagged lai smuggled france shady american businessman frank work save illegal activity uncovered french detective
975,364,Batman Returns,6.6,defeated joker batman face penguin warped deformed individual intent accepted gotham society crooked businessman max schreck coerced helping become mayor gotham attempt expose batman different light selina kyle max secretary thrown top building transformed catwoman mysterious figure personality disorder batman batman must attempt clear name time deciding must done catwoman
976,136400,2 Guns,6.6,dea agent undercover naval intelligence officer tasked investigating one another find set mob organization two men believe stealing money
977,4523,Enchanted,6.6,beautiful princess giselle banished evil queen magical musical animated land find gritty reality street modern day manhattan shocked strange new environment operate happily ever basis giselle adrift chaotic world badly need enchantment giselle begin fall love charmingly flawed divorce lawyer come aid even though already promised perfect fairy tale prince back home wonder storybook view romance survive real world
978,369885,Allied,6.6,intelligence officer north africa encounter female french resistance fighter deadly mission behind enemy line reunite london relationship tested pressure war
979,634,Bridget Jones's Diary,6.6,chaotic bridget jones meet snobbish lawyer soon enters world imperfection
980,7453,The Hitchhiker's Guide to the Galaxy,6.6,mere second earth demolished alien construction crew arthur dent swept planet friend ford prefect researcher penning new edition hitchhiker guide galaxy
981,4547,Panic Room,6.6,trapped new york brownstone panic room hidden chamber built sanctuary event break newly divorced meg altman young daughter sarah play deadly game cat mouse three intruder burnham raoul junior brutal home invasion room focal point intruder really want inside
982,22971,Dear John,6.6,sergeant john tyree home week leave germany meet savannah dive ocean retrieve savannah purse fallen pier john fall love savannah student spring break helping build house habitat humanity romance occurs savannah fall deeply love john promise write john overseas return
983,12244,9,6.6,first come life find post apocalyptic world human gone chance discovers small community others like taking refuge fearsome machine roam earth intent extinction despite neophyte group convinces others hiding good
984,158011,The Call,6.6,jordan turner experienced operator make error judgment call end badly jordan rattled unsure continue teenager casey welson abducted back man car call jordan one called upon use experience insight quick thinking help casey escape save make sure man brought justice
985,43347,Love & Other Drugs,6.6,maggie alluring free spirit let anyone anything tie meet match jamie whose relentless nearly infallible charm serve well lady cutthroat world pharmaceutical sale maggie jamie evolving relationship take surprise find influence ultimate drug love
986,9659,Mad Max,6.6,dystopian future australia vicious biker gang murder cop family make fight personal
987,710,GoldenEye,6.6,james bond must unmask mysterious head janus syndicate prevent leader utilizing goldeneye weapon system inflict devastating revenge britain
988,1495,Kingdom of Heaven,6.6,wife dy blacksmith named balian thrust royalty political intrigue bloody holy war crusade
989,1948,Crank,6.6,professional assassin chev chelios learns rival injected poison kill heart rate drop
990,10189,Pineapple Express,6.6,stoner dealer forced go run police pothead witness cop commit murder
991,7980,The Lovely Bones,6.6,brutally murdered year old susie salmon watch heaven grief stricken family killer observes daily life must balance thirst revenge desire family heal
992,8271,Disturbia,6.6,kale year old placed house arrest punching teacher confined house decides use free time spying neighbor thing start get weird guest enter turner house come back kale friend ronnie ashley start grow interested actually happening within house robert turner
993,232672,Blended,6.6,bad blind date man woman find stuck together resort family attraction grows respective kid benefit burgeoning relationship
994,1374,Rocky IV,6.6,rocky must come retirement battle gargantuan soviet fighter named drago brutally punished rocky friend former rival apollo creed seeking revenge name fallen comrade country rocky agrees fight drago moscow christmas bout change fighter world
995,62214,Frankenweenie,6.6,car hit young victor pet dog sparky victor decides bring back life way know bolt necked monster wreaks havoc terror heart victor neighbor convince sparky still good loyal friend
996,8367,Robin Hood: Prince of Thieves,6.6,dastardly sheriff nottingham murder robin father legendary archer vow vengeance accomplish mission robin join force band exiled villager comely maid marian together battle end evil sheriff reign terror
997,9476,A Knight's Tale,6.6,william thatcher peasant sent apprentice knight named hector young boy urged father change star assumes sir hector place tournament hector dy middle win apprentice train assumes title sir ulrich von lichtenstein
998,1371,Rocky III,6.6,world champion rocky balboa living luxury fighting opponent pose threat ring lifestyle wealth idleness shaken powerful young fighter known clubber lang challenge bout taking pounding lang humbled champ turn former bitter rival apollo creed help regain form rematch lang
999,9362,Tremors,6.6,hick handyman val mckee earl bassett barely eke living nevada hamlet perfection decide leave town despite admonition shapely seismology coed picking odd reading equipment long val earl discover responsible reading foot long carnivorous worm proclivity sucking prey underground
1000,38408,Life As We Know It,6.6,distastrous first date caterer holly network sport director messer common dislike love goddaughter sophie suddenly become sophie world holly messer must set difference aside juggling career social calendar find common ground living roof
1001,26388,Buried,6.6,paul u truck driver working iraq attack group iraqi wake find buried alive inside coffin lighter cell phone race time escape claustrophobic death trap
1002,796,Cruel Intentions,6.6,slaking thirst dangerous game kathryn challenge stepbrother sebastian deflower headmaster daughter summer end succeeds prize chance bed kathryn loses kathryn claim prized possession
1003,37056,Letters to Juliet,6.6,american girl vacation italy find unanswered letter juliet one thousand missive left fictional lover verona courtyard typically answered secretary juliet go quest find lover referenced letter
1004,249397,Nymphomaniac: Vol. II,6.6,continuation joe sexually dictated life delf darker aspect adult life led seligman care
1005,83899,You're Next,6.6,davison family come attack wedding anniversary getaway gang mysterious killer soon learns one victim harbor secret talent fighting back
1006,25,Jarhead,6.6,jarhead film u marine anthony swofford experience gulf war putting arduous boot camp swafford unit sent persian gulf earger fight forced stay back action meanwhile swofford get news girlfriend cheating desperately want kill someone finally put training use
1007,768,From Hell,6.6,frederick abberline opium huffing inspector scotland yard fall one jack ripper prostitute target hughes brother adaption graphic novel posit ripper true identity
1008,260514,Cars 3,6.6,blindsided new generation blazing fast racer legendary lightning mcqueen suddenly pushed sport love get back game need help eager young race technician plan win inspiration late fabulous hudson hornet unexpected turn proving yet test heart champion piston cup racing biggest stage
1009,97,Tron,6.6,kevin flynn search proof invented hit video game digitalized laser find inside grid program suffer tyrannical rule master control program help tron security program flynn seek free grid mcp
1010,6415,Three Kings,6.6,group american soldier stationed iraq end gulf war find map believe take huge cache stolen kuwaiti gold hidden near base embark secret mission destined change everything
1011,11282,Harold & Kumar Go to White Castle,6.6,sometimes take strange night put everything else focus exactly happens harold roommate kumar set get best stoner fix money buy white castle hamburger guy crossroad make major decision affect course life yet arrive wisdom accident drive around new jersey search fast food
1012,8848,The Bank Job,6.6,terry small time car dealer trying leave shady past behind start family martine beautiful model terry old neighbourhood know terry angel martine proposes foolproof plan rob bank terry recognises danger realises may opportunity lifetime resourceful band thief burrow way safe deposit vault lloyd bank quickly realise besides million rich box also contain secret implicate everyone london notorious underworld gangster powerful government figure even royal family although heist make headline throughout britain several day government gag order eventually brings reporting case immediate halt
1013,170687,The Boxtrolls,6.6,orphaned boy raised underground creature called boxtrolls come sewer box save family town evil exterminator archibald snatcher
1014,152747,All Is Lost,6.6,deep solo voyage indian ocean unnamed man redford wake find foot yacht taking water collision shipping container left floating high sea navigation equipment radio disabled man sail unknowingly path violent storm despite success patching breached hull mariner intuition strength belies age man barely survives tempest using sextant nautical map chart progress forced rely ocean current carry shipping lane hope hailing passing vessel sun unrelenting shark circling meager supply dwindling ever resourceful sailor soon find staring mortality face
1015,3989,Team America: World Police,6.6,team america world police follows international police force dedicated maintaining global stability learning dictator kim jong il destroy world team recruit broadway star gary johnston go undercover help team america gary manages uncover plan destroy world team america able save time star samuel l jackson tim robbins sean penn michael moore helen hunt matt damon susan sarandon george clooney danny glover ethan hawke alec baldwin
1016,9387,Conan the Barbarian,6.6,film adaptation classic sword sorcery hero conan barbarian horde rampaging warrior massacre parent young conan enslave young child year wheel pain sole survivor childhood massacre conan released slavery taught ancient art fighting transforming killing machine conan travel wilderness seek vengeance thulsa doom man responsible killing family wilderness conan take thief valeria subotai group come upon king osric want trio warrior help rescue daughter joined doom hill
1017,303991,Demolition,6.6,emotionally desperate investment banker find hope woman meet chicago
1018,381289,A Dog's Purpose,6.6,dog go quest discover purpose life course several lifetime multiple owner
1019,712,Four Weddings and a Funeral,6.6,four wedding funeral british comedy british man named charles american woman named carrie go numerous wedding determine right one another
1020,245,About a Boy,6.6,freeman hip londoner one day realizes friend involved responsibility married life leaf alone cold passing single father start meet string single mum confident ability leave behind start ask commitment hope continued bachelorhood interrupted meet year old marcus many way complete opposite
1021,41233,Step Up 3D,6.6,tight knit group new york city street dancer including luke natalie team nyu freshman moose find pitted world best hip hop dancer high stake showdown change life forever
1022,325789,The Infiltrator,6.6,u custom official uncovers massive money laundering scheme involving pablo escobar
1023,24803,Julie & Julia,6.6,julia child julie powell wrote memoir find life intertwined though separated time space woman loose end discover right combination passion fearlessness butter anything possible
1024,37137,The Naked Gun 2½: The Smell of Fear,6.6,bumbling cop frank drebin foil big boy energy industry intend suppress technology put business
1025,11635,Old School,6.6,three friend attempt recapture glory day opening fraternity near alma mater
1026,10027,Unleashed,6.6,raised slave danny used fighting survival fact master bart think pet go far leashing collar make money fight club danny main contender bart crew car accident danny escape meet blind kindhearted piano tuner take u music free fighter long buried heart
1027,29917,Exam,6.6,final candidate highly desirable corporate job locked together exam room given test simple confusing tension begin unravel
1028,9778,Serendipity,6.6,although stranger sara jonathan already relationship realize genuine chemistry chance encounter part company soon year later yearn reunite despite destined altar give true love chance find one another
1029,9372,Super Size Me,6.6,morgan spurlock subject diet based mcdonald fast food three time day thirty day without exercising try prove many american fat obese submits complete check three doctor comparing weight along way resulting scary conclusion
1030,691,The Spy Who Loved Me,6.6,russian british submarine nuclear missile board vanish sight without trace england russia blame james bond try solve riddle disappearing ship kgb also agent case
1031,37233,The Firm,6.6,mitch mcdeere young man promising future law sit bar exam approached firm made offer refuse seduced money gift showered totally oblivious sinister side company two associate murdered fbi contact asking information suddenly life ruined choice work fbi stay firm either way lose life know mitch figure way follow plan
1032,294963,Bone Tomahawk,6.6,shootout saloon sheriff hunt injures suspicious stranger one villager take care prison one day disappear spear cannibal tribe found hunt men go search prisoner nurse
1033,4566,Michael Clayton,6.6,law firm brings fixer remedy situation lawyer breakdown representing chemical company know guilty multi billion dollar class action suit
1034,11770,Shaolin Soccer,6.6,young shaolin follower reunites discouraged brother form soccer team using martial art skill advantage
1035,135397,Jurassic World,6.5,twenty two year event jurassic park isla nublar feature fully functioning dinosaur theme park jurassic world originally envisioned john hammond
1036,1930,The Amazing Spider-Man,6.5,peter parker outcast high schooler abandoned parent boy leaving raised uncle ben aunt may like teenager peter trying figure got person today peter discovers mysterious briefcase belonged father begin quest understand parent disappearance leading directly oscorp lab dr curt connors father former partner spider man set collision course connors alter ego lizard peter make life altering choice use power shape destiny become hero
1037,49521,Man of Steel,6.5,young boy learns extraordinary power earth young man journey discover came sent hero must emerge save world annihilation become symbol hope mankind
1038,102382,The Amazing Spider-Man 2,6.5,peter parker life busy taking bad guy spider man spending time person love gwen stacy high school graduation cannot come quickly enough peter forgotten promise made gwen father protect staying away promise cannot keep thing change peter new villain electro emerges old friend harry osborn return peter uncovers new clue past
1039,283366,Miss Peregrine's Home for Peculiar Children,6.5,teenager find transported island must help protect group orphan special power creature intent destroying
1040,294254,Maze Runner: The Scorch Trials,6.5,thomas fellow gladers face greatest challenge yet searching clue mysterious powerful organization known wckd journey take scorch desolate landscape filled unimaginable obstacle teaming resistance fighter gladers take wckd vastly superior force uncover shocking plan
1041,950,Ice Age: The Meltdown,6.5,diego manny sid return sequel hit animated movie ice age time around deep freeze ice covered earth starting melt destroy trio cherished valley impending disaster prompt reunite warn beast desperate situation
1042,591,The Da Vinci Code,6.5,curator louvre found murdered famed museum hallowed hall harvard professor robert langdon cryptographer sophie neve must untangle deadly web deceit involving work leonardo da vinci
1043,95,Armageddon,6.5,asteroid threatens collide earth nasa honcho dan truman determines way stop drill surface detonate nuclear bomb lead renowned driller harry stamper agrees helm dangerous space mission provided bring along hotshot crew among cocksure j harry think good enough daughter mission prof otherwise
1044,87502,Flight,6.5,commercial airline pilot whip whitaker problem drug alcohol though far managed complete flight safely luck run disastrous mechanical malfunction sends plane hurtling toward ground whip pull miraculous crash landing result six life lost shaken core whip vow get sober crash investigation expose addiction find even worse situation
1045,13804,Fast & Furious,6.5,crime brings back l fugitive ex con dom toretto reignites feud agent brian conner forced confront shared enemy dom brian must give uncertain new trust hope outmaneuver two men find best way get revenge push limit possible behind wheel
1046,8355,Ice Age: Dawn of the Dinosaurs,6.5,time changing manny moody mammoth sid motor mouthed sloth diego crafty saber toothed tiger life heat hero meet new none friendly neighbor mighty dinosaur
1047,50544,Friends with Benefits,6.5,jamie new york based executive recruiter entices dylan art director los angeles take job new york office gq magazine finding much common two become fast friend feeling jaded number broken romance dylan jamie decide ready quit looking true love focus fun however complication unfold two best pal add sex relationship
1048,1487,Hellboy,6.5,final day world war ii nazi attempt use black magic aid dying cause ally raid camp ceremony taking place demon hellboy already conjured joining allied force hellboy eventually grows adulthood serving cause good rather evil
1049,46195,Rio,6.5,captured smuggler hatchling macaw named blu never learned fly life happily domesticated life minnesota human friend linda blu thought last kind word come jewel lone female life rio de janeiro blu linda go meet animal smuggler kidnap blu jewel pair soon escape begin perilous adventure back freedom linda
